ts	sIP	tcp_sPort	udp_sPort	dIP	tcp_dPort	udp_dPort	ip_len	ip_hdr_len	ip_proto	tcp_flags	tcp_seq	tcp_ack	tls_hostname	dns_hostname	dns_ip	rtp_seq	rtp_payload_type	rtp_ts	rtp_marker	rtp_ext_flag	rtp_ext_len	rtp_padding_len
1652830712.639732676	142.250.82.87		3478	192.168.1.236		45626	899	20	17							11391	96	3849842571	0	1	4	
1652830712.639735176	128.111.52.93	4506		192.168.1.236	55874		62	20	6	0x0018	2985464675	191707712										
1652830712.639858470	192.168.1.236	55874		128.111.52.93	4506		52	20	6	0x0010	191707712	2985464685										
1652830712.640163946	192.168.1.236	55874		128.111.52.93	4506		63	20	6	0x0018	191707712	2985464685										
1652830712.640563124	128.111.52.93	4506		192.168.1.236	55874		52	20	6	0x0010	2985464685	191707723										
1652830712.640564475	128.111.52.93	4506		192.168.1.236	55874		106	20	6	0x0018	2985464685	191707723										
1652830712.640665214	192.168.1.236	55874		128.111.52.93	4506		52	20	6	0x0010	191707723	2985464739										
1652830712.641946950	192.168.1.236	55874		128.111.52.93	4506		105	20	6	0x0018	191707723	2985464739										
1652830712.642064800	192.168.1.236	55874		128.111.52.93	4506		92	20	6	0x0018	191707776	2985464739										
1652830712.642267222	128.111.52.93	4506		192.168.1.236	55874		52	20	6	0x0010	2985464739	191707776										
1652830712.642407756	128.111.52.93	4506		192.168.1.236	55874		95	20	6	0x0018	2985464739	191707776										
1652830712.642443978	192.168.1.236	55874		128.111.52.93	4506		52	20	6	0x0010	191707816	2985464782										
1652830712.642501625	128.111.52.93	4506		192.168.1.236	55874		52	20	6	0x0010	2985464782	191707816										
1652830712.645014023	142.250.82.87		3478	192.168.1.236		45626	900	20	17							11392	96	3849842571	1	1	4	
1652830712.680533181	142.250.82.87		3478	192.168.1.236		45626	1116	20	17							11393	96	3849846446	0	1	4	
1652830712.682539162	192.168.1.236		45626	142.250.82.87		3478	72	20	17													
1652830712.683601865	192.168.1.236	55874		128.111.52.93	4506		432	20	6	0x0018	191707816	2985464782										
1652830712.684078300	128.111.52.93	4506		192.168.1.236	55874		52	20	6	0x0010	2985464782	191708196										
1652830712.685857823	142.250.82.87		3478	192.168.1.236		45626	1117	20	17							11394	96	3849846446	1	1	8	
1652830712.688748121	128.111.52.93	4506		192.168.1.236	55874		123	20	6	0x0018	2985464782	191708196										
1652830712.688825601	192.168.1.236	55874		128.111.52.93	4506		52	20	6	0x0010	191708196	2985464853										
1652830712.721199188	142.250.82.87		3478	192.168.1.236		45626	870	20	17							11395	96	3849850226	0	1	4	
1652830712.726464386	142.250.82.87		3478	192.168.1.236		45626	870	20	17							11396	96	3849850226	1	1	4	
1652830712.736025432	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830712.742419702	192.168.1.236	55874		128.111.52.93	4506		52	20	6	0x0011	191708196	2985464853										
1652830712.742871620	128.111.52.93	4506		192.168.1.236	55874		52	20	6	0x0011	2985464853	191708197										
1652830712.742943082	192.168.1.236	55874		128.111.52.93	4506		52	20	6	0x0010	191708197	2985464854										
1652830712.766838158	142.250.82.87		3478	192.168.1.236		45626	753	20	17							11397	96	3849854006	0	1	4	
1652830712.772064339	142.250.82.87		3478	192.168.1.236		45626	754	20	17							11398	96	3849854006	1	1	4	
1652830712.786859140	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830712.797543849	142.250.82.87		3478	192.168.1.236		45626	1083	20	17							11399	96	3849856886	0	1	4	
1652830712.802710976	142.250.82.87		3478	192.168.1.236		45626	1083	20	17							11400	96	3849856886	0	1	4	
1652830712.802808030	142.250.82.87		3478	192.168.1.236		45626	1083	20	17							11401	96	3849856886	1	1	4	
1652830712.837600331	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830712.843003175	142.250.82.87		3478	192.168.1.236		45626	908	20	17							11402	96	3849860756	0	1	4	
1652830712.848207079	142.250.82.87		3478	192.168.1.236		45626	908	20	17							11403	96	3849860756	0	1	4	
1652830712.848269596	142.250.82.87		3478	192.168.1.236		45626	908	20	17							11404	96	3849860756	1	1	4	
1652830712.858580628	192.168.1.236		45626	142.250.82.87		3478	124	20	17													
1652830712.874604757	192.168.1.236		40925	142.250.68.110		443	660	20	17													
1652830712.878082119	142.250.68.110		443	192.168.1.236		40925	59	20	17													
1652830712.883691608	192.168.1.236		40925	142.250.68.110		443	61	20	17													
1652830712.888644831	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							11405	96	3849864536	0	1	4	
1652830712.893401095	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830712.894113082	142.250.82.87		3478	192.168.1.236		45626	1140	20	17							11406	96	3849864536	0	1	4	
1652830712.894211635	142.250.82.87		3478	192.168.1.236		45626	1141	20	17							11407	96	3849864536	1	1	8	
1652830712.924678535	142.250.82.87		3478	192.168.1.236		45626	865	20	17							11408	96	3849868316	0	1	4	
1652830712.930029991	142.250.82.87		3478	192.168.1.236		45626	866	20	17							11409	96	3849868316	1	1	4	
1652830712.936984289	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830712.938711627	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830712.943463521	142.250.68.110		443	192.168.1.236		40925	774	20	17													
1652830712.944197414	142.250.68.110		443	192.168.1.236		40925	160	20	17													
1652830712.944283061	192.168.1.236		40925	142.250.68.110		443	67	20	17													
1652830712.948381633	142.250.68.110		443	192.168.1.236		40925	53	20	17													
1652830712.953524112	192.168.1.236		40925	142.250.68.110		443	61	20	17													
1652830712.960635666	142.250.82.87		3478	192.168.1.236		45626	1027	20	17							11410	96	3849871286	0	1	4	
1652830712.965865384	142.250.82.87		3478	192.168.1.236		45626	1027	20	17							11411	96	3849871286	0	1	4	
1652830712.965964252	142.250.82.87		3478	192.168.1.236		45626	1027	20	17							11412	96	3849871286	0	1	4	
1652830712.965999067	142.250.82.87		3478	192.168.1.236		45626	1028	20	17							11413	96	3849871286	0	1	4	
1652830712.966091898	142.250.82.87		3478	192.168.1.236		45626	1028	20	17							11414	96	3849871286	1	1	4	
1652830712.986758312	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.001306043	142.250.82.87		3478	192.168.1.236		45626	1108	20	17							11415	96	3849875066	0	1	4	
1652830713.006733720	142.250.82.87		3478	192.168.1.236		45626	1108	20	17							11416	96	3849875066	0	1	4	
1652830713.006849941	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11417	96	3849875066	1	1	4	
1652830713.037158361	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.041922088	142.250.82.87		3478	192.168.1.236		45626	1014	20	17							11418	96	3849878853	0	1	4	
1652830713.043499003	142.250.82.87		3478	192.168.1.236		45626	1015	20	17							11419	96	3849878853	0	1	4	
1652830713.047062234	142.250.82.87		3478	192.168.1.236		45626	1015	20	17							11420	96	3849878853	1	1	4	
1652830713.082681742	142.250.82.87		3478	192.168.1.236		45626	1039	20	17							11421	96	3849882633	0	1	4	
1652830713.088023106	142.250.82.87		3478	192.168.1.236		45626	1039	20	17							11422	96	3849882633	1	1	8	
1652830713.089182881	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.128374730	142.250.82.87		3478	192.168.1.236		45626	1019	20	17							11423	96	3849886413	0	1	4	
1652830713.133763186	142.250.82.87		3478	192.168.1.236		45626	1020	20	17							11424	96	3849886413	0	1	4	
1652830713.133845703	142.250.82.87		3478	192.168.1.236		45626	1020	20	17							11425	96	3849886413	0	1	4	
1652830713.133904405	142.250.82.87		3478	192.168.1.236		45626	1020	20	17							11426	96	3849886413	1	1	4	
1652830713.145435581	192.168.1.236		45626	142.250.82.87		3478	72	20	17													
1652830713.164415248	142.250.82.87		3478	192.168.1.236		45626	1032	20	17							11427	96	3849889383	0	1	4	
1652830713.169562857	142.250.82.87		3478	192.168.1.236		45626	1032	20	17							11428	96	3849889383	0	1	4	
1652830713.169658781	142.250.82.87		3478	192.168.1.236		45626	1032	20	17							11429	96	3849889383	0	1	4	
1652830713.169708521	142.250.82.87		3478	192.168.1.236		45626	1032	20	17							11430	96	3849889383	0	1	4	
1652830713.169827648	142.250.82.87		3478	192.168.1.236		45626	1032	20	17							11431	96	3849889383	1	1	4	
1652830713.187395286	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.205336417	142.250.82.87		3478	192.168.1.236		45626	1105	20	17							11432	96	3849893163	0	1	4	
1652830713.210527340	142.250.82.87		3478	192.168.1.236		45626	1106	20	17							11433	96	3849893163	1	1	4	
1652830713.237586728	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.246332807	142.250.82.87		3478	192.168.1.236		45626	1173	20	17							11434	96	3849896943	0	1	4	
1652830713.251791947	142.250.82.87		3478	192.168.1.236		45626	1173	20	17							11435	96	3849896943	1	1	4	
1652830713.286745541	142.250.82.87		3478	192.168.1.236		45626	1040	20	17							11436	96	3849900813	0	1	4	
1652830713.288327641	192.168.1.236		45626	142.250.82.87		3478	72	20	17													
1652830713.292200477	142.250.82.87		3478	192.168.1.236		45626	1040	20	17							11437	96	3849900813	0	1	4	
1652830713.292325493	142.250.82.87		3478	192.168.1.236		45626	1040	20	17							11438	96	3849900813	0	1	4	
1652830713.292356807	142.250.82.87		3478	192.168.1.236		45626	1040	20	17							11439	96	3849900813	1	1	8	
1652830713.317641655	142.250.82.87		3478	192.168.1.236		45626	1097	20	17							11440	96	3849903693	0	1	4	
1652830713.322783467	142.250.82.87		3478	192.168.1.236		45626	1097	20	17							11441	96	3849903693	0	1	4	
1652830713.322864965	142.250.82.87		3478	192.168.1.236		45626	1097	20	17							11442	96	3849903693	0	1	4	
1652830713.322937797	142.250.82.87		3478	192.168.1.236		45626	1097	20	17							11443	96	3849903693	0	1	4	
1652830713.323028073	142.250.82.87		3478	192.168.1.236		45626	1097	20	17							11444	96	3849903693	0	1	4	
1652830713.328351049	142.250.82.87		3478	192.168.1.236		45626	1097	20	17							11445	96	3849903693	1	1	4	
1652830713.339956686	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830713.404526270	142.250.82.87		3478	192.168.1.236		45626	1029	20	17							11446	96	3849911261	0	1	4	
1652830713.409936151	142.250.82.87		3478	192.168.1.236		45626	1029	20	17							11447	96	3849911261	0	1	4	
1652830713.410064556	142.250.82.87		3478	192.168.1.236		45626	1029	20	17							11448	96	3849911261	1	1	4	
1652830713.441785321	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.445138444	142.250.82.87		3478	192.168.1.236		45626	1190	20	17							11449	96	3849915041	0	1	4	
1652830713.450423624	142.250.82.87		3478	192.168.1.236		45626	1191	20	17							11450	96	3849915041	1	1	4	
1652830713.490757193	142.250.82.87		3478	192.168.1.236		45626	1045	20	17							11451	96	3849918911	0	1	6	
1652830713.494067391	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.496053280	142.250.82.87		3478	192.168.1.236		45626	1045	20	17							11452	96	3849918911	0	1	4	
1652830713.496176296	142.250.82.87		3478	192.168.1.236		45626	1046	20	17							11453	96	3849918911	0	1	4	
1652830713.496204352	142.250.82.87		3478	192.168.1.236		45626	1046	20	17							11454	96	3849918911	1	1	8	
1652830713.521598863	142.250.82.87		3478	192.168.1.236		45626	1158	20	17							11455	96	3849921791	0	1	4	
1652830713.526637122	142.250.82.87		3478	192.168.1.236		45626	1159	20	17							11456	96	3849921791	0	1	4	
1652830713.526745731	142.250.82.87		3478	192.168.1.236		45626	1159	20	17							11457	96	3849921791	0	1	4	
1652830713.526803323	142.250.82.87		3478	192.168.1.236		45626	1159	20	17							11458	96	3849921791	0	1	4	
1652830713.532038133	142.250.82.87		3478	192.168.1.236		45626	1159	20	17							11459	96	3849921791	0	1	4	
1652830713.532218574	142.250.82.87		3478	192.168.1.236		45626	1159	20	17							11460	96	3849921791	1	1	4	
1652830713.543987912	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830713.562286592	142.250.82.87		3478	192.168.1.236		45626	1167	20	17							11461	96	3849925571	0	1	4	
1652830713.567616142	142.250.82.87		3478	192.168.1.236		45626	1168	20	17							11462	96	3849925571	1	1	4	
1652830713.590222242	142.250.82.87		3478	192.168.1.236		45626	156	20	17													
1652830713.594528829	192.168.1.236		45626	142.250.82.87		3478	72	20	17													
1652830713.604252408	142.250.82.87		3478	192.168.1.236		45626	1125	20	17							11463	96	3849929441	0	1	4	
1652830713.609401739	142.250.82.87		3478	192.168.1.236		45626	1125	20	17							11464	96	3849929441	1	1	4	
1652830713.648820528	142.250.82.87		3478	192.168.1.236		45626	1049	20	17							11465	96	3849933221	0	1	4	
1652830713.649569663	192.168.1.236		45626	142.250.82.87		3478	72	20	17													
1652830713.654237965	142.250.82.87		3478	192.168.1.236		45626	1049	20	17							11466	96	3849933221	0	1	4	
1652830713.654338371	142.250.82.87		3478	192.168.1.236		45626	1049	20	17							11467	96	3849933221	0	1	4	
1652830713.654383092	142.250.82.87		3478	192.168.1.236		45626	1049	20	17							11468	96	3849933221	1	1	4	
1652830713.684214855	142.250.82.87		3478	192.168.1.236		45626	1150	20	17							11469	96	3849936191	0	1	4	
1652830713.689481943	142.250.82.87		3478	192.168.1.236		45626	1150	20	17							11470	96	3849936191	0	1	4	
1652830713.689547812	142.250.82.87		3478	192.168.1.236		45626	1150	20	17							11471	96	3849936191	0	1	4	
1652830713.689646107	142.250.82.87		3478	192.168.1.236		45626	1150	20	17							11472	96	3849936191	0	1	4	
1652830713.689745864	142.250.82.87		3478	192.168.1.236		45626	1151	20	17							11473	96	3849936191	0	1	4	
1652830713.694745160	142.250.82.87		3478	192.168.1.236		45626	1151	20	17							11474	96	3849936191	1	1	4	
1652830713.695835307	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.724966324	142.250.82.87		3478	192.168.1.236		45626	962	20	17							11475	96	3849939971	0	1	4	
1652830713.730241282	142.250.82.87		3478	192.168.1.236		45626	962	20	17							11476	96	3849939971	0	1	4	
1652830713.730335076	142.250.82.87		3478	192.168.1.236		45626	962	20	17							11477	96	3849939971	1	1	8	
1652830713.746321669	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830713.760784476	142.250.82.87		3478	192.168.1.236		45626	950	20	17							11478	96	3849943751	0	1	4	
1652830713.765813457	142.250.82.87		3478	192.168.1.236		45626	951	20	17							11479	96	3849943751	0	1	4	
1652830713.765902548	142.250.82.87		3478	192.168.1.236		45626	951	20	17							11480	96	3849943751	1	1	4	
1652830713.796776125	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.806739385	142.250.82.87		3478	192.168.1.236		45626	1217	20	17							11481	96	3849947621	0	1	4	
1652830713.811970640	142.250.82.87		3478	192.168.1.236		45626	1217	20	17							11482	96	3849947621	0	1	4	
1652830713.812247839	142.250.82.87		3478	192.168.1.236		45626	1217	20	17							11483	96	3849947621	0	1	4	
1652830713.812248857	142.250.82.87		3478	192.168.1.236		45626	1218	20	17							11484	96	3849947621	1	1	4	
1652830713.837383837	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11485	96	3849950501	0	1	4	
1652830713.842461854	142.250.82.87		3478	192.168.1.236		45626	1109	20	17							11486	96	3849950501	0	1	4	
1652830713.842641239	142.250.82.87		3478	192.168.1.236		45626	1110	20	17							11487	96	3849950501	0	1	4	
1652830713.842641851	142.250.82.87		3478	192.168.1.236		45626	1110	20	17							11488	96	3849950501	0	1	4	
1652830713.842689905	142.250.82.87		3478	192.168.1.236		45626	1110	20	17							11489	96	3849950501	0	1	4	
1652830713.847829403	142.250.82.87		3478	192.168.1.236		45626	1110	20	17							11490	96	3849950501	1	1	4	
1652830713.848939179	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830713.883351338	142.250.82.87		3478	192.168.1.236		45626	971	20	17							11491	96	3849954281	0	1	4	
1652830713.888527743	142.250.82.87		3478	192.168.1.236		45626	971	20	17							11492	96	3849954281	0	1	4	
1652830713.888620296	142.250.82.87		3478	192.168.1.236		45626	972	20	17							11493	96	3849954281	1	1	4	
1652830713.901466688	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.923938606	142.250.82.87		3478	192.168.1.236		45626	1113	20	17							11494	96	3849958061	0	1	4	
1652830713.929420375	142.250.82.87		3478	192.168.1.236		45626	1113	20	17							11495	96	3849958061	0	1	4	
1652830713.929575391	142.250.82.87		3478	192.168.1.236		45626	1113	20	17							11496	96	3849958061	1	1	8	
1652830713.948656778	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830713.964860553	142.250.82.87		3478	192.168.1.236		45626	1110	20	17							11497	96	3849961851	0	1	4	
1652830713.970485004	142.250.82.87		3478	192.168.1.236		45626	1110	20	17							11498	96	3849961851	0	1	4	
1652830713.970780925	142.250.82.87		3478	192.168.1.236		45626	1111	20	17							11499	96	3849961851	1	1	4	
1652830714.003934867	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830714.010397822	142.250.82.87		3478	192.168.1.236		45626	1210	20	17							11500	96	3849965631	0	1	4	
1652830714.015790870	142.250.82.87		3478	192.168.1.236		45626	1210	20	17							11501	96	3849965631	0	1	4	
1652830714.015989033	142.250.82.87		3478	192.168.1.236		45626	1211	20	17							11502	96	3849965631	0	1	4	
1652830714.015989681	142.250.82.87		3478	192.168.1.236		45626	1211	20	17							11503	96	3849965631	0	1	4	
1652830714.020826110	142.250.82.87		3478	192.168.1.236		45626	1211	20	17							11504	96	3849965631	0	1	4	
1652830714.020946645	142.250.82.87		3478	192.168.1.236		45626	1211	20	17							11505	96	3849965631	1	1	4	
1652830714.036013737	142.250.82.87		3478	192.168.1.236		45626	883	20	17							11506	96	3849968511	0	1	4	
1652830714.041386137	142.250.82.87		3478	192.168.1.236		45626	883	20	17							11507	96	3849968511	0	1	4	
1652830714.041570560	142.250.82.87		3478	192.168.1.236		45626	884	20	17							11508	96	3849968511	1	1	4	
1652830714.052838092	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830714.087322250	142.250.82.87		3478	192.168.1.236		45626	1076	20	17							11509	96	3849972381	0	1	4	
1652830714.093309658	142.250.82.87		3478	192.168.1.236		45626	1077	20	17							11510	96	3849972381	0	1	4	
1652830714.093393527	142.250.82.87		3478	192.168.1.236		45626	1077	20	17							11511	96	3849972381	1	1	4	
1652830714.101756743	192.168.1.236		45626	142.250.82.87		3478	72	20	17													
1652830714.122819131	142.250.82.87		3478	192.168.1.236		45626	292	20	17							5424	97	3849975081	0	1	2	248
1652830714.122916444	142.250.82.87		3478	192.168.1.236		45626	1030	20	17							11512	96	3849976161	0	1	4	
1652830714.125848723	142.250.82.87		3478	192.168.1.236		45626	1030	20	17							11513	96	3849976161	0	1	4	
1652830714.128487656	142.250.82.87		3478	192.168.1.236		45626	1030	20	17							11514	96	3849976161	0	1	4	
1652830714.131230457	142.250.82.87		3478	192.168.1.236		45626	1030	20	17							11515	96	3849976161	0	1	4	
1652830714.131457804	192.168.1.236		45626	142.250.82.87		3478	124	20	17													
1652830714.133996665	142.250.82.87		3478	192.168.1.236		45626	1031	20	17							11516	96	3849976161	1	1	8	
1652830714.136923703	142.250.82.87		3478	192.168.1.236		45626	1033	20	17							5425	97	3849976161	1	1	8	
1652830714.149480027	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830714.199804281	192.168.1.236		45626	142.250.82.87		3478	72	20	17													
1652830714.210086998	142.250.82.87		3478	192.168.1.236		45626	1152	20	17							11517	96	3849983721	0	1	4	
1652830714.215192126	142.250.82.87		3478	192.168.1.236		45626	1152	20	17							11518	96	3849983721	0	1	4	
1652830714.215353919	142.250.82.87		3478	192.168.1.236		45626	1153	20	17							11519	96	3849983721	0	1	4	
1652830714.215354808	142.250.82.87		3478	192.168.1.236		45626	1153	20	17							11520	96	3849983721	0	1	4	
1652830714.215402937	142.250.82.87		3478	192.168.1.236		45626	1153	20	17							11521	96	3849983721	0	1	4	
1652830714.220872928	142.250.82.87		3478	192.168.1.236		45626	1153	20	17							11522	96	3849983721	1	1	4	
1652830714.246026352	142.250.82.87		3478	192.168.1.236		45626	1019	20	17							11523	96	3849986691	0	1	4	
1652830714.251160331	142.250.82.87		3478	192.168.1.236		45626	1020	20	17							11524	96	3849986691	0	1	4	
1652830714.251326920	142.250.82.87		3478	192.168.1.236		45626	1020	20	17							11525	96	3849986691	0	1	4	
1652830714.251328995	142.250.82.87		3478	192.168.1.236		45626	1020	20	17							11526	96	3849986691	1	1	4	
1652830714.251923798	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830714.286650693	142.250.82.87		3478	192.168.1.236		45626	971	20	17							11527	96	3849990471	0	1	4	
1652830714.291655545	142.250.82.87		3478	192.168.1.236		45626	972	20	17							11528	96	3849990471	0	1	4	
1652830714.291742803	142.250.82.87		3478	192.168.1.236		45626	972	20	17							11529	96	3849990471	0	1	4	
1652830714.291768765	142.250.82.87		3478	192.168.1.236		45626	972	20	17							11530	96	3849990471	1	1	4	
1652830714.305935910	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830714.327694823	142.250.82.87		3478	192.168.1.236		45626	1188	20	17							11531	96	3849994251	0	1	4	
1652830714.332734859	142.250.82.87		3478	192.168.1.236		45626	1188	20	17							11532	96	3849994251	0	1	4	
1652830714.332850561	142.250.82.87		3478	192.168.1.236		45626	1189	20	17							11533	96	3849994251	0	1	4	
1652830714.332898338	142.250.82.87		3478	192.168.1.236		45626	1189	20	17							11534	96	3849994251	0	1	4	
1652830714.338056316	142.250.82.87		3478	192.168.1.236		45626	1189	20	17							11535	96	3849994251	1	1	8	
1652830714.357924560	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830714.368430847	142.250.82.87		3478	192.168.1.236		45626	1186	20	17							11536	96	3849998121	0	1	4	
1652830714.373333423	142.250.82.87		3478	192.168.1.236		45626	1186	20	17							11537	96	3849998121	0	1	4	
1652830714.373445939	142.250.82.87		3478	192.168.1.236		45626	1187	20	17							11538	96	3849998121	0	1	4	
1652830714.373541641	142.250.82.87		3478	192.168.1.236		45626	1187	20	17							11539	96	3849998121	0	1	4	
1652830714.378618529	142.250.82.87		3478	192.168.1.236		45626	1187	20	17							11540	96	3849998121	0	1	4	
1652830714.378696101	142.250.82.87		3478	192.168.1.236		45626	1187	20	17							11541	96	3849998121	1	1	4	
1652830714.399084150	142.250.82.87		3478	192.168.1.236		45626	1186	20	17							11542	96	3850001001	0	1	4	
1652830714.404412237	142.250.82.87		3478	192.168.1.236		45626	1187	20	17							11543	96	3850001001	0	1	4	
1652830714.404498180	142.250.82.87		3478	192.168.1.236		45626	1187	20	17							11544	96	3850001001	1	1	4	
1652830714.409282332	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830714.444832249	142.250.82.87		3478	192.168.1.236		45626	1170	20	17							11545	96	3850004781	0	1	4	
1652830714.449991801	142.250.82.87		3478	192.168.1.236		45626	1170	20	17							11546	96	3850004781	0	1	4	
1652830714.450105244	142.250.82.87		3478	192.168.1.236		45626	1170	20	17							11547	96	3850004781	0	1	4	
1652830714.450153687	142.250.82.87		3478	192.168.1.236		45626	1171	20	17							11548	96	3850004781	1	1	4	
1652830714.458796861	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830714.485296426	142.250.82.87		3478	192.168.1.236		45626	1042	20	17							11549	96	3850008561	0	1	4	
1652830714.490394369	142.250.82.87		3478	192.168.1.236		45626	1042	20	17							11550	96	3850008561	0	1	4	
1652830714.490522477	142.250.82.87		3478	192.168.1.236		45626	1042	20	17							11551	96	3850008561	0	1	4	
1652830714.490550458	142.250.82.87		3478	192.168.1.236		45626	1043	20	17							11552	96	3850008561	0	1	4	
1652830714.490752825	142.250.82.87		3478	192.168.1.236		45626	1051	20	17							11553	96	3850008561	1	1	6	
1652830714.509700234	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830714.531984303	142.250.82.87		3478	192.168.1.236		45626	1136	20	17							11554	96	3850012431	0	1	4	
1652830714.536721864	142.250.82.87		3478	192.168.1.236		45626	1144	20	17							11555	96	3850012431	0	1	4	
1652830714.536801621	142.250.82.87		3478	192.168.1.236		45626	1144	20	17							11556	96	3850012431	0	1	4	
1652830714.536888916	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							11557	96	3850012431	0	1	4	
1652830714.538133467	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							11558	96	3850012431	0	1	4	
1652830714.541969878	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							11559	96	3850012431	0	1	4	
1652830714.542069394	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							11560	96	3850012431	0	1	4	
1652830714.542124578	142.250.82.87		3478	192.168.1.236		45626	1145	20	17							11561	96	3850012431	1	1	8	
1652830714.561295872	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830714.562459276	142.250.82.87		3478	192.168.1.236		45626	1032	20	17							11562	96	3850015234	0	1	4	
1652830714.567724901	142.250.82.87		3478	192.168.1.236		45626	1032	20	17							11563	96	3850015234	0	1	4	
1652830714.567818955	142.250.82.87		3478	192.168.1.236		45626	1033	20	17							11564	96	3850015234	1	1	4	
1652830714.590463240	142.250.82.87		3478	192.168.1.236		45626	156	20	17													
1652830714.603074118	142.250.82.87		3478	192.168.1.236		45626	982	20	17							11565	96	3850019014	0	1	4	
1652830714.608560424	142.250.82.87		3478	192.168.1.236		45626	983	20	17							11566	96	3850019014	0	1	4	
1652830714.608651903	142.250.82.87		3478	192.168.1.236		45626	983	20	17							11567	96	3850019014	0	1	4	
1652830714.608693273	142.250.82.87		3478	192.168.1.236		45626	983	20	17							11568	96	3850019014	1	1	4	
1652830714.611339224	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
1652830714.648992268	142.250.82.87		3478	192.168.1.236		45626	1118	20	17							11569	96	3850022794	0	1	4	
1652830714.650635645	142.250.82.87		3478	192.168.1.236		45626	1119	20	17							11570	96	3850022794	0	1	4	
1652830714.654266263	142.250.82.87		3478	192.168.1.236		45626	1119	20	17							11571	96	3850022794	0	1	4	
1652830714.654373280	142.250.82.87		3478	192.168.1.236		45626	1119	20	17							11572	96	3850022794	1	1	4	
1652830714.662708422	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830714.689770440	142.250.82.87		3478	192.168.1.236		45626	1128	20	17							11573	96	3850026664	0	1	4	
1652830714.695118989	142.250.82.87		3478	192.168.1.236		45626	1128	20	17							11574	96	3850026664	0	1	4	
1652830714.695203117	142.250.82.87		3478	192.168.1.236		45626	1128	20	17							11575	96	3850026664	0	1	4	
1652830714.695268820	142.250.82.87		3478	192.168.1.236		45626	1128	20	17							11576	96	3850026664	0	1	4	
1652830714.695360763	142.250.82.87		3478	192.168.1.236		45626	1129	20	17							11577	96	3850026664	0	1	4	
1652830714.700309134	142.250.82.87		3478	192.168.1.236		45626	1129	20	17							11578	96	3850026664	0	1	4	
1652830714.700430521	142.250.82.87		3478	192.168.1.236		45626	1129	20	17							11579	96	3850026664	1	1	4	
1652830714.713560370	192.168.1.236		45626	142.250.82.87		3478	80	20	17													
1652830714.730780681	142.250.82.87		3478	192.168.1.236		45626	1047	20	17							11580	96	3850030444	0	1	4	
1652830714.735984696	142.250.82.87		3478	192.168.1.236		45626	1048	20	17							11581	96	3850030444	0	1	4	
1652830714.736072102	142.250.82.87		3478	192.168.1.236		45626	1048	20	17							11582	96	3850030444	1	1	8	
1652830714.756654629	142.250.82.87		3478	192.168.1.236		45626	1238	20	17							11583	96	3850033324	0	1	4	
1652830714.761863125	142.250.82.87		3478	192.168.1.236		45626	1238	20	17							11584	96	3850033324	0	1	4	
1652830714.761969234	142.250.82.87		3478	192.168.1.236		45626	1238	20	17							11585	96	3850033324	1	1	4	
1652830714.763674129	192.168.1.236		45626	142.250.82.87		3478	76	20	17													
