ts	sIP	tcp_sPort	udp_sPort	dIP	tcp_dPort	udp_dPort	ip_len	ip_proto	tcp_flags	tcp_seq	tcp_ack	tls_hostname	dns_hostname	dns_ip
1651792577.477011000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.477011000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.477121000														
1651792577.477206000														
1651792577.477273000														
1651792577.478717000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.478720000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.478720000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.478720000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.478822000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.478822000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.478822000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.478822000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481203000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481206000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481306000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481306000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481306000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481306000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481307000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481307000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481307000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481351000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481351000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.481351000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.483882000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.483885000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.483980000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.483980000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.483980000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.483980000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.483980000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.483980000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.483981000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.484023000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.484023000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.484023000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.485886000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.485889000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.485978000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.485978000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.485979000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.485979000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.485979000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.485979000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.487660000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.487666000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.487666000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.487666000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.487889000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.487892000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.487892000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.487892000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.489910000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.489913000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.489991000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.489991000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.489991000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.519388000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.542948000	192.168.1.138		50222	198.189.66.16		443	64	17						
1651792577.549079000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549082000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549199000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549199000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549199000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549199000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549200000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549200000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549200000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549200000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549300000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549301000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549301000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549301000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549301000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549301000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549301000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.549301000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.551234000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.551239000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.551413000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.551414000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.551414000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.551414000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.551414000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.551414000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.553103000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.553189000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.553190000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.553190000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.553190000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.553190000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.553190000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.553226000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555227000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555230000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555378000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555378000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.555378000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.557472000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.557482000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.557482000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.557482000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.557667000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.557667000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.557667000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.557667000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559348000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559351000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559351000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559474000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559474000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.559512000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562485000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562490000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562611000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562612000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562612000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562612000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562612000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562612000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562612000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562612000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562664000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.562664000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.564081000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.564086000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.564086000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.564246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.564246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.564246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.564246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.564247000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566252000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566333000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566334000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566389000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566389000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566389000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566389000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.566389000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.568914000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.568917000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.569008000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.569008000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.569008000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.569008000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.569008000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.569009000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.569009000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.569051000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.569052000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.569052000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.571111000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.571114000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.571209000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.571209000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.571209000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.571210000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.571210000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.571210000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.572919000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.572922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.573016000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.573016000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.573017000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.573017000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.573017000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.573017000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.574731000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.574741000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.574741000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.574931000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.574931000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.574931000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.574932000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.574932000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.575968000														
1651792577.576266000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.576335000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.576335000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.576335000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.576335000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.576335000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.576355000														
1651792577.576378000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.576378000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.576732000														
1651792577.576810000														
1651792577.576869000														
1651792577.577190000														
1651792577.577282000														
1651792577.577341000														
1651792577.577610000														
1651792577.577670000														
1651792577.577728000														
1651792577.578602000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.578606000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.578710000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.578710000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.578710000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792577.578710000	198.189.66.16		443	192.168.1.138		50222	1385	17						
