ts	sIP	tcp_sPort	udp_sPort	dIP	tcp_dPort	udp_dPort	ip_len	ip_proto	tcp_flags	tcp_seq	tcp_ack	tls_hostname	dns_hostname	dns_ip
1651792617.562766000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.562766000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.562767000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.562838000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.562839000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.562839000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565410000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565413000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565513000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565514000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565514000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565514000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565514000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565514000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565514000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565559000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565559000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.565559000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.567366000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.567372000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.567372000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.567511000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.567512000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.567512000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.567512000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.567512000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570083000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570087000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570221000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570222000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570222000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570222000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570222000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570222000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570222000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570222000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570265000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.570265000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572215000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572217000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572293000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572293000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572293000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572293000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572293000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572294000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572343000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572343000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572344000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.572344000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574656000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574739000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574739000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574739000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574739000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574739000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574740000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574792000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574792000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574792000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574792000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.574792000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.576842000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.576922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.576922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.576922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.576922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.576922000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.577027000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.577028000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579203000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579208000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579315000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579315000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579316000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579316000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579316000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579316000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579316000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579316000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.579364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582116000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582119000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582362000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582438000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.582438000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.583808000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.583813000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.583814000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.583814000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.583957000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.583957000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.583957000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.583957000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586149000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586266000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586267000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586267000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586267000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586267000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586267000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586267000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586267000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586316000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586317000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.586317000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.588300000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.588376000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.588376000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.588377000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.588377000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.588377000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.588407000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.588407000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.589815000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.589867000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.589867000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.589867000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.589867000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.589900000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.589900000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.589900000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592113000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592115000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592228000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592229000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592229000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592229000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592229000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592229000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592229000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592230000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592270000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.592270000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.594288000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.594376000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.594377000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.594377000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.594377000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.594377000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.594377000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.594407000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.595647000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.595649000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.595724000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.595724000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.595724000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.595724000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.595724000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.595749000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598326000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598417000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598417000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598417000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598417000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598417000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598417000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598418000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598475000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598475000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598475000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.598475000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.600283000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.600286000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.600363000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.600364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.600364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.600364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.600364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.600364000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.601764000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.601768000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.601868000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.601869000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.601869000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.601869000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.601869000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.601869000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604294000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604297000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604385000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604385000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604386000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604386000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604386000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604386000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604386000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604431000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604432000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.604432000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.606286000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.606373000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.606373000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.606373000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.606373000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.606373000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.606373000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.606374000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.607748000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.607827000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.607827000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.607827000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.607827000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.607828000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.607828000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.607856000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610637000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610638000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610638000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610638000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610638000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610638000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610638000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610638000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610698000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610698000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.610699000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.612969000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613032000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613032000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613032000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613032000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613081000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613081000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613082000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613082000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613116000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613116000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.613116000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.615942000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.615945000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.616024000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.616025000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.616025000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.616025000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.616025000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.616025000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.616138000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.616138000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.616138000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.616139000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.617471000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.617533000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.617534000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.617534000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.617534000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.617534000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.617562000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.617563000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.619131000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.619133000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.619133000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.619133000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.619134000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.619134000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.619191000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.619191000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621243000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621246000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621417000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621418000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621419000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621419000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621419000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621419000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621419000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621419000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621474000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.621474000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.623965000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.623968000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.624073000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.624074000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.624074000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.624074000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.624074000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.624074000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.624074000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.624074000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.624113000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.624113000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.626258000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.631799000	192.168.1.138		50222	198.189.66.16		443	62	17						
1651792617.637837000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.637841000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.637841000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.637841000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.637842000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.637919000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.637919000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.637919000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.639869000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.639871000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.639961000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.639961000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.639961000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.639961000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.639962000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.639962000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.639962000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.640028000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.640029000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.640029000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.641538000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.641546000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.641780000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.641781000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.641781000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.641781000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.641781000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.641782000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643363000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643366000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643473000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643474000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643474000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643517000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643517000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.643517000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645544000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645547000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645643000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645643000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645643000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645643000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645643000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645643000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645644000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645696000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645696000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.645697000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647480000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647576000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647577000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647577000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647577000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647577000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647577000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647577000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647630000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647630000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647630000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.647630000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.648911000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.648923000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.648923000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.648924000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.649124000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.649124000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.649125000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.649125000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650819000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650822000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650948000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650948000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650948000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650949000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650949000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650949000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650949000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650949000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650995000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.650995000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652766000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652849000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652850000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652850000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652850000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652850000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652850000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652904000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652904000	198.189.66.16		443	192.168.1.138		50222	1385	17						
1651792617.652904000	198.189.66.16		443	192.168.1.138		50222	1385	17						
